"","ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"29376","63A1343204721786349A372",404833,"2008-09-26 19:15:15.253000000","B",36,"Defaulted","2010-04-08 00:00:00",0.17445,0.16,0.15,NA,NA,NA,NA,"",NA,1,"WA","Other","Full-time",12,"True","False","","2008-09-26 19:13:43.330000000",700,719,"1988-04-08 00:00:00",9,7,34,5,1225,1,6,0,0,0,0,0,56285,0.87,8131,33,0.93,0,0.26,"$75,000-99,999","True",6666.666667,"841C343378991107394DEF2",NA,NA,NA,NA,NA,NA,NA,NA,1551,18,65,37460,9950,"2008-10-07 00:00:00","Q4 2008","8F4A343235137167558FFEB",349.81,4197.72,2805.63,1392.09,-87.01,0,6941.1,7144.37,0,1,0,0,0,276
"70339","3C6C36007265750705232FE",1146501,"2014-01-19 09:49:38.200000000","",60,"Current","",0.24856,0.2235,0.2135,0.19571,0.1075,0.08821,3,"D",5,6,"AR","Truck Driver","Employed",22,"False","False","","2014-01-19 09:49:40",640,659,"1996-10-04 00:00:00",3,3,15,3,188,0,0,0,0,0,1,0,2119,0.79,513,13,0.84,0,0.13,"$25,000-49,999","True",2965,"17713704674795512F02F48",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,128100,7500,"2014-01-24 00:00:00","Q1 2014","091737035529538088BF686",208.64,208.64,66.27,142.37,-6.37,0,0,0,0,1,0,0,0,1
"105225","63813581969702874525046",804037,"2013-06-10 13:22:47.760000000","",36,"Current","",0.14348,0.1153,0.1053,0.1015,0.0324,0.0691,6,"A",6,1,"PA","Engineer - Mechanical","Employed",82,"True","False","","2013-06-10 13:22:38",700,719,"1996-04-01 00:00:00",10,10,15,7,489,0,2,0,0,0,1,0,24755,0.68,10600,14,0.92,1,0.27,"$25,000-49,999","True",3833.333333,"C660368547667444825B73A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,93587,12000,"2013-06-20 00:00:00","Q2 2013","A0613580631194828C082CB",395.88,3167.04,2296.1,870.94,-75.54,0,0,0,0,1,0,0,0,199
"98235","EFB23582674126949F377BE",835749,"2013-07-11 15:46:37.763000000","",60,"Current","",0.13227,0.1099,0.0999,0.0965,0.0299,0.0666,6,"A",6,1,"WA","Other","Employed",86,"True","False","","2013-07-11 15:46:29",780,799,"1999-09-23 00:00:00",20,18,39,14,426,1,6,0,0,0,0,0,12066,0.21,40245,39,1,0,0.39,"$25,000-49,999","True",3250,"51B43688689029804F06996",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,95968,10000,"2013-07-16 00:00:00","Q3 2013","4F3B3582692968637861661",217.37,1518.579,898.86,619.719,-56.65,0,0,0,0,1,0,0,0,1
"98388","95EE3551897084908AABAA5",610456,"2012-07-11 07:35:50.333000000","",60,"Current","",0.17849,0.1551,0.1451,0.1445,0.033,0.1115,6,"A",8,14,"KY","Professional","Employed",96,"True","False","","2012-07-11 07:35:44",780,799,"1984-06-01 00:00:00",18,14,32,12,404,2,4,0,0,0,0,0,9649,0.02,12018,30,0.83,2,0.11,"$100,000+","True",14166.666667,"28C13655564655194C3B695",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,70500,15000,"2012-07-18 00:00:00","Q3 2012","E7293552021987302F346AB",360.88,6856.72,3557.88,3298.84,-212.68,0,0,0,0,1,0,0,0,23
"90398","DFB63466843925855443597",430226,"2009-10-23 17:29:03.160000000","",36,"Completed","2012-03-13 00:00:00",0.14584,0.11,0.1,0.0787,0.021,0.0787,6,"A",9,5,"VA","Student - Technical School","Self-employed",7,"False","False","","2009-10-19 12:17:35",700,719,"2002-07-02 00:00:00",2,2,2,2,25,1,1,0,0,0,0,0,778,0.51,722,2,1,0,NA,"$25,000-49,999","False",2083.333333,"0EC135715910278228860B8",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,52,39298,1000,"2009-11-05 00:00:00","Q4 2009","F73A3466568604122FB99E6",25.32,1186.06,1000.01,186.05,-15.54,0,0,0,0,1,0,0,0,47
"23347","9B6635708078357947F9E46",709266,"2013-02-05 08:51:49.513000000","",60,"Current","",0.13942,0.1169,0.1069,0.103,0.0324,0.0706,6,"A",9,1,"CT","Other","Employed",17,"True","False","","2013-02-05 08:51:46",720,739,"1985-01-24 00:00:00",4,4,17,2,56,0,1,0,0,15,1,0,836,0.28,2064,16,0.56,1,0.17,"$25,000-49,999","True",3916.666667,"959B36745416913194CCD8F",1,11,11,0,0,4000,2745.76,48,0,NA,13,85246,22200,"2013-02-12 00:00:00","Q1 2013","B36635387469227411FEEAE",490.36,5884.32,3473.98,2410.34,-206.18,0,0,0,0,1,0,0,0,348
"45697","53F435694806475978CB2D9",708397,"2013-02-03 07:11:48.423000000","",36,"Past Due (1-15 days)","",0.3179,0.2786,0.2686,0.2447,0.1325,0.1122,2,"E",2,1,"NC","Professional","Employed",46,"True","False","","2013-02-03 07:11:45",700,719,"1985-10-01 00:00:00",11,11,19,8,1174,1,3,0,0,0,0,0,57686,1,148,17,1,0,0.41,"$50,000-74,999","True",4166.666667,"333D36743461277135CDDBC",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,13,85040,4000,"2013-02-07 00:00:00","Q1 2013","6DE1356983310233407A10D",165.15,2036.65,1010.29,1026.36,-36.31,-28.08,0,0,0,1,0,0,0,60
"20838","DFDF3592394254812DBF35B",967943,"2013-10-23 18:40:06.833000000","",36,"Current","",0.1709,0.1349,0.1249,0.11929,0.0424,0.07689,5,"B",5,2,"TX","Accountant/CPA","Employed",55,"True","False","","2013-10-20 16:37:15",700,719,"1988-12-14 00:00:00",17,17,38,10,396,2,11,0,0,0,0,0,14045,0.46,15074,30,1,1,0.28,"$50,000-74,999","True",6000,"AA143696886935813942265",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,107831,20000,"2013-10-28 00:00:00","Q4 2013","391D3697135933570BF578A",678.61,2714.44,1836.39,878.05,-65.09,0,0,0,0,1,0,0,0,275
"28025","7D573581357609292CFE79A",819690,"2013-06-24 10:28:50.310000000","",60,"Current","",0.24282,0.2179,0.2079,0.1932,0.0799,0.1133,4,"C",4,20,"MN","Other","Employed",12,"False","False","","2013-06-17 13:56:13",720,739,"2002-10-04 00:00:00",14,13,26,8,370,1,1,0,0,0,0,0,10516,0.57,2964,23,1,1,0.25,"$50,000-74,999","True",4688.916667,"AF453686902167650BFFDA9",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,94333,6000,"2013-06-26 00:00:00","Q2 2013","8DC93580800971000A5F2B2",165,1320,472.06,847.94,-38.92,0,0,0,0,1,0,0,0,50
"41024","DCCB3427692515724F02002",377237,"2008-08-03 14:20:22.607000000","D",36,"Completed","2011-01-07 00:00:00",0.22237,0.2,0.19,NA,NA,NA,NA,"",NA,7,"NY","Civil Service","Full-time",253,"True","False","","2008-07-14 14:09:49.547000000",600,619,"1985-11-01 00:00:00",22,21,40,20,1416,4,45,0,0,0,0,0,53980,0.8,11876,37,1,1,0.37,"$75,000-99,999","True",7000,"CB053429031566791CCC5E6",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,67,35381,1500,"2008-08-13 00:00:00","Q3 2008","D57034253138299561D3BD3",55.75,1943.03,1499.99,443.04,-22.15,0,0,0,0,1,0,0,0,76
"100584","99813422721218361F3C779",348339,"2008-06-10 19:21:47.730000000","AA",36,"Completed","2011-04-06 00:00:00",0.09186,0.085,0.075,NA,NA,NA,NA,"",NA,1,"GA","Attorney","Full-time",21,"True","False","","2008-06-10 19:02:25.200000000",800,819,"1994-09-26 00:00:00",12,12,36,10,576,0,2,0,0,1,0,0,69299,0.58,47163,29,0.96,2,0.25,"$50,000-74,999","True",5833.333333,"B3903423579764910916E04",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,69,33031,9500,"2008-06-19 00:00:00","Q2 2008","AF033421915484619D0FD11",299.89,10758.82,9499.99,1258.83,-148.1,0,0,0,0,1,0,0,0,273
"107365","DB203545318861980AA273A",585138,"2012-05-03 06:54:53.633000000","",36,"Chargedoff","2013-09-16 00:00:00",0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,"HR",5,1,"IL","Retail Management","Employed",121,"True","False","","2012-05-03 06:54:47",660,679,"2003-08-26 00:00:00",5,6,23,4,121,0,5,1,1425,0,1,0,3857,0.99,16,21,0.95,0,0.15,"$25,000-49,999","True",4000,"8C4936518140339855DBEEE",NA,NA,NA,NA,NA,NA,NA,NA,297,16,22,65606,4000,"2012-05-17 00:00:00","Q2 2012","C3CE3524204669679E907AD",173.71,1910.81,850.07,1060.74,-33.38,0,3149.93,3149.93,0,1,0,0,0,26
"31971","C6EE3600638996536305C03",1157936,"2014-01-24 10:39:05.927000000","",36,"Current","",0.17969,0.1435,0.1335,0.1264,0.0524,0.074,5,"B",4,1,"NJ","Food Service Management","Employed",39,"False","False","","2014-01-24 10:39:08",680,699,"1990-07-24 00:00:00",8,8,32,6,447,2,3,0,0,0,0,0,11256,0.52,10015,29,0.86,2,0.23,"$100,000+","True",12500,"6312370509951824719264F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,128861,20000,"2014-01-28 00:00:00","Q1 2014","5A9D37042432518347ADF18",686.96,686.96,443.21,243.75,-16.99,0,0,0,0,1,0,0,0,17
"10571","9C50358859612933886C351",882701,"2013-08-28 13:43:22.180000000","",36,"Current","",0.09333,0.0799,0.0699,0.0684,0.0174,0.051,7,"AA",10,3,"CA","Medical Technician","Employed",88,"False","False","","2013-08-28 13:43:12",760,779,"1999-11-29 00:00:00",8,8,16,6,183,0,4,0,0,0,0,0,3504,0.04,82133,14,1,0,0.17,"$100,000+","True",9583.333333,"DE3836925283608324F369C",1,2,2,0,0,2500,0,-6,0,NA,6,100329,20000,"2013-09-04 00:00:00","Q3 2013","BA65354353774607638F103",626.64,4309.33,3637.58,671.75,-76.88,0,0,0,0,1,0,0,0,425
"90473","E0F0359380064573514D94E",1031865,"2013-11-11 16:16:54.467000000","",60,"Current","",0.18555,0.162,0.152,0.14311,0.0599,0.08321,5,"B",7,1,"CT","Professional","Employed",194,"True","False","","2013-11-11 16:16:56",760,779,"1985-05-01 00:00:00",15,15,34,10,418,6,12,0,0,2,0,0,21311,0.42,29189,27,0.96,0,0.11,"$100,000+","True",15500,"075A3698577116118704F18",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,111646,35000,"2013-11-15 00:00:00","Q4 2013","0D69369791254660407075F",854.86,2549.0458,1151.34,1397.7058,-87.24,0,0,0,0,1,0,0,0,1
"11874","C9E33602382792220559DC9",1191092,"2014-02-13 09:42:56.570000000","",36,"Current","",0.13124,0.1029,0.0929,0.08974,0.0299,0.05984,6,"A",8,3,"CA","Professional","Self-employed",408,"False","False","","2014-02-13 09:43:00",720,739,"1965-01-11 00:00:00",26,25,43,28,723,3,8,0,0,0,0,0,22758,0.32,46706,43,1,3,NA,"$50,000-74,999","False",5708.333333,"F249370731247517060174D",1,4,4,0,0,9500,0,NA,0,NA,0,134411,10000,"2014-03-03 00:00:00","Q1 2014","3A23358179446037145A27D",324.04,0,0,0,0,0,0,0,0,1,0,0,0,1
"24338","9F9C357898310474920721B",787334,"2013-05-23 19:56:35.520000000","",60,"Defaulted","2014-02-04 00:00:00",0.31848,0.2916,0.2816,0.2566,0.1325,0.1241,2,"E",3,1,"MN","Analyst","Employed",226,"True","False","","2013-05-23 20:03:31",640,659,"1996-12-09 00:00:00",14,12,18,10,792,0,1,0,0,0,0,0,29815,0.88,3820,18,1,1,0.34,"$25,000-49,999","True",3807.083333,"BB3F368668921593348CA5A",NA,NA,NA,NA,NA,NA,NA,NA,103,NA,9,93429,4000,"2013-06-24 00:00:00","Q2 2013","4D783579951146975470E49",127.36,506.2444,124.03,382.2144,-13.22,0,0,0,0,1,0,0,0,1
"58759","23B53532980274817F95B56",541931,"2011-11-29 21:34:12.673000000","",36,"Current","",0.19108,0.1621,0.1521,0.1495,0.0595,0.09,5,"B",8,1,"CA","Analyst","Employed",7,"False","False","","2011-11-29 21:34:08",660,679,"1989-02-19 00:00:00",4,4,17,5,159,0,2,1,0,9,0,0,4565,0.83,707,15,0.8,0,0.14,"$25,000-49,999","True",3583.333333,"805E363798075911934372B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,27,57484,6000,"2011-12-15 00:00:00","Q4 2011","3A3E353305845145430FDAE",211.56,5500.56,4029.84,1470.72,-90.71,0,0,0,0,1,0,0,0,73
"83826","ECA43582596874176446909",815692,"2013-06-19 19:10:26.650000000","",36,"Current","",0.25013,0.2124,0.2024,0.1873,0.0874,0.0999,4,"C",5,1,"CA","Other","Employed",281,"False","False","","2013-06-20 07:31:49",680,699,"1993-05-16 00:00:00",11,8,18,7,820,2,4,0,0,0,0,0,36115,0.76,10743,18,1,0,0.3,"$75,000-99,999","True",7166.666667,"CFA9368599340862093373D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,93444,20000,"2013-06-25 00:00:00","Q2 2013","4BE035808943260939F1F48",755.97,6036.1216,3404.16,2631.9616,-124.48,0,0,0,0,1,0,0,0,1
"53933","B04935958682928495AE61C",1016956,"2013-11-29 10:17:33.510000000","",60,"Current","",0.20808,0.184,0.174,0.16162,0.0799,0.08172,4,"C",6,1,"WI","Professional","Employed",122,"True","False","","2013-11-29 10:17:36",720,739,"1996-01-16 00:00:00",12,12,27,8,1469,0,4,0,0,0,0,0,66406,0.6,43027,24,1,0,0.32,"$100,000+","True",11666.666667,"D8DC3699849073040DDD532",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,118857,15000,"2013-12-03 00:00:00","Q4 2013","C7973699541079143355FE9",384.17,1152.51,478.56,673.95,-36.63,0,0,0,0,1,0,0,0,9
"111498","D0BF3534948909774BE5957",546722,"2011-12-26 08:14:05.493000000","",36,"Current","",0.34731,0.3073,0.2973,0.2837,0.149,0.1347,2,"E",1,1,"TN","Accountant/CPA","Employed",15,"False","False","","2011-12-26 08:14:02",600,619,"1991-05-18 00:00:00",4,2,61,0,0,4,7,5,1112,40,0,0,0,0,0,27,0.68,0,3.49,"$50,000-74,999","True",5284.916667,"AC5936380834484594EF6D6",1,35,35,0,0,3500,0,-144,0,NA,27,58159,2000,"2011-12-29 00:00:00","Q4 2011","5C4033663158312306463AA",85.7,2228.2,1249.64,978.56,-31.85,0,0,0,0,1,0,0,0,4
"106864","F4763431055286014B03255",394207,"2008-09-07 07:55:39.187000000","HR",36,"Chargedoff","2010-05-19 00:00:00",0.37453,0.35,0.34,NA,NA,NA,NA,"",NA,5,"MO","Administrative Assistant","Full-time",111,"True","False","","2008-08-13 09:58:36.870000000",520,539,"1985-03-16 00:00:00",15,12,24,9,214,5,10,4,0,1,3,1,8219,0.82,1438,19,0.89,5,0.09,"$25,000-49,999","True",3072,"B0003431284674747220610",NA,NA,NA,NA,NA,NA,NA,NA,1512,21,66,36821,1000,"2008-09-18 00:00:00","Q3 2008","1CE43429514492505478044",45.24,603.6,181.5,422.1,-12.18,0,818.5,818.5,0,1,0,0,0,10
"51938","21F63451223082614E3D321",415381,"2009-04-30 08:53:14.533000000","D",36,"Completed","2012-02-09 00:00:00",0.39951,0.3365,0.3265,NA,NA,NA,NA,"",NA,6,"GA","Military Enlisted","Full-time",155,"False","False","","2009-04-30 08:49:57",620,639,"1993-07-19 00:00:00",10,8,36,7,281,0,2,0,0,4,0,0,8004,0.91,169,28,0.82,1,0.22,"$25,000-49,999","True",3801.166667,"E6763556456189684A817B8",1,11,11,0,0,5000,3700.97,-22,0,NA,58,38036,1000,"2009-05-13 00:00:00","Q2 2009","01873419418028013A65F9B",44.48,0,0,0,0,0,0,0,0,1,1,0,0,19
"105396","B4133524655881032673B1A",526173,"2011-09-07 17:32:39.187000000","",36,"Completed","2012-01-04 00:00:00",0.34887,0.3125,0.3025,0.2848,0.17,0.1148,1,"HR",3,1,"FL","Professional","Full-time",61,"True","False","","2011-09-07 17:32:36",640,659,"1995-10-12 00:00:00",14,12,37,8,222,2,5,5,1623,34,2,0,3762,0.66,1886,21,0.58,2,0.16,"$75,000-99,999","True",7715.666667,"32B53629880408593D1858C",1,23,23,0,0,1000,0.44,79,0,NA,30,53120,3500,"2011-09-12 00:00:00","Q3 2011","C0923417890329799E35372",150.99,3613.73,3500,113.73,-3.64,0,0,0,0,1,0,0,0,35
"74236","37453560788725859A53AD3",659785,"2012-10-23 19:34:06.153000000","",60,"Current","",0.26528,0.2398,0.2298,0.213,0.0849,0.1281,4,"C",7,18,"MN","Nurse's Aide","Employed",61,"True","False","","2012-10-23 19:34:04",700,719,"1991-08-01 00:00:00",2,2,11,1,31,0,6,0,0,0,1,0,914,0.79,236,9,0.8,0,0.1,"$1-24,999","True",1491.666667,"BADC36646304491890AFFCC",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,77407,4000,"2012-11-05 00:00:00","Q4 2012","A2433560860292025D8D143",115.03,1725.45,605.85,1119.6,-46.7,0,0,0,0,1,0,0,0,62
"42633","7C023591810111799B145C7",938465,"2013-10-06 09:11:10.493000000","",36,"Current","",0.12691,0.099,0.089,0.08643,0.0249,0.06153,6,"A",9,1,"DC","Executive","Employed",30,"False","False","","2013-10-06 09:11:13",660,679,"1999-07-20 00:00:00",12,12,27,8,354,0,3,0,0,0,0,0,11380,0.97,270,15,0.86,0,0.17,"$100,000+","True",10000,"EDF836951839974887048B4",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,106498,20000,"2013-10-16 00:00:00","Q4 2013","687D36938629734639D2C94",644.41,2577.64,1934.53,643.11,-64.97,0,0,0,0,1,0,0,0,344
"104545","B9B4355669393411879F652",637711,"2012-09-10 18:12:28.260000000","",36,"Current","",0.35797,0.3177,0.3077,0.2896,0.1675,0.1221,1,"HR",4,7,"NY","Clergy","Employed",110,"False","False","","2012-09-10 18:12:26",680,699,"2010-02-01 00:00:00",4,4,5,2,73,0,7,0,0,0,0,0,2104,0.4,3096,4,1,1,0.31,"$25,000-49,999","True",2642,"25503660442928871BE7243",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,74323,4000,"2012-09-14 00:00:00","Q3 2012","75E63544232205022C0B10A",173.71,2953.07,1431.41,1521.66,-47.91,0,0,0,0,1,0,0,0,41
"46794","339F359925095485381A682",1071394,"2013-12-31 14:41:01.657000000","",36,"Current","",0.22773,0.1905,0.1805,0.16717,0.0849,0.08227,4,"C",5,1,"CA","Professional","Employed",3,"False","False","","2013-12-31 14:41:03",640,659,"2001-02-23 00:00:00",5,5,23,2,68,0,6,0,0,10,1,0,3225,0.8,775,20,0.8,1,0.12,"$100,000+","True",16250,"C7A23703162495449835B42",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,126650,25000,"2014-01-15 00:00:00","Q1 2014","0F993701921323810177DAA",917.03,917.03,512.54,404.49,-21.23,0,0,0,0,1,0,0,0,4
"85465","22723545372964252E84A1E",584411,"2012-04-30 19:21:49.537000000","",36,"Current","",0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,"HR",3,2,"TX","Food Service","Employed",8,"True","False","","2012-04-30 19:21:44",700,719,"1996-05-23 00:00:00",12,10,33,10,259,4,9,0,0,10,0,0,2499,0.25,5614,31,0.93,2,0.37,"$25,000-49,999","True",2500,"12F63651043080314F8C4A2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65312,4000,"2012-05-11 00:00:00","Q2 2012","207E3546847471122B32525",173.71,3647.91,1864.54,1783.37,-56.13,0,0,0,0,1,0,0,0,82
"43937","DCF93399257842635CAE29D",194450,"2007-08-29 07:48:29.970000000","D",36,"Completed","2010-09-11 00:00:00",0.25325,0.2457,0.2357,NA,NA,NA,NA,"",NA,0,"GA","Clerical","Full-time",3,"False","False","","2007-08-02 07:08:55.243000000",600,619,"1998-06-10 00:00:00",9,9,13,8,306,1,16,0,0,8,0,0,13685,0.58,8397,12,0.91,2,0.56,"$1-24,999","True",1200,"0BA6339988277161152C2DB",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,78,19081,3001,"2007-09-11 00:00:00","Q3 2007","61C33395885820094C3F79F",93.12,4296.56,3021.91,1274.65,-51.88,0,0,0,0,1,0,0,0,31
"54700","21A03515479071368E1A11F",506483,"2011-05-12 04:08:23.500000000","",36,"Completed","2013-03-19 00:00:00",0.32576,0.2899,0.2799,0.2671,0.13,0.1371,2,"E",1,2,"WI","Scientist","Employed",64,"True","False","","2011-05-12 04:08:16",600,619,"1992-06-10 00:00:00",16,13,34,8,362,0,14,1,15,1,1,0,12619,0.97,332,30,0.87,3,0.33,"$25,000-49,999","True",3333.666667,"48DD3619105721101918C6F",3,37,37,0,0,9000,0,-7,0,NA,34,49440,2000,"2011-05-18 00:00:00","Q2 2011","FFEF33734091864511AAB4A",83.8,2857.34,2000,857.34,-29,0,0,0,0,1,0,0,0,24
"16742","127E34211765537213D67D9",331438,"2008-05-12 20:35:10.440000000","AA",36,"Chargedoff","2009-11-17 00:00:00",0.1973,0.19,0.18,NA,NA,NA,NA,"",NA,3,"MI","Professional","Full-time",307,"True","False","","2008-05-03 11:52:20.900000000",760,779,"1964-11-27 00:00:00",21,21,36,15,14985,7,10,0,0,0,1,1,192718,0.79,33857,33,0.96,1,0.58,"$100,000+","True",30833.333333,"9A183420936077211A2B468",NA,NA,NA,NA,NA,NA,NA,NA,1698,18,70,31225,12000,"2008-05-16 00:00:00","Q2 2008","970B3417589876753C35AB1",439.87,5718.31,3329.72,2388.59,-123.4,-149.56,8670.28,8670.28,0,1,0,0,0,15
"54933","88383597290742224CB13F3",1048396,"2013-12-11 15:31:48.187000000","",60,"Current","",0.18555,0.162,0.152,0.14256,0.0649,0.07766,4,"C",7,1,"NY","Sales - Retail","Employed",9,"False","False","","2013-12-11 15:31:50",660,679,"2004-12-08 00:00:00",11,11,23,4,272,0,2,0,0,1,0,0,14229,0.94,771,15,0.93,0,0.19,"$75,000-99,999","True",6333.333333,"7DCA3700869431043BCA5E3",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,121778,4000,"2013-12-16 00:00:00","Q4 2013","9EE63701489511330BD2B8D",97.7,193.6247,85.91,107.7147,-6.76,0,0,0,0,1,0,0,0,1
"5824","2E07339232691202922692B",156918,"2007-06-23 10:32:34.540000000","D",36,"Completed","2008-12-12 00:00:00",0.02811,0.0115,0.0015,NA,NA,NA,NA,"",NA,0,"DE","Other","Full-time",0,"False","False","","2007-06-14 06:09:39.863000000",600,619,"2000-10-22 00:00:00",7,5,13,3,0,1,4,3,5724,2,1,0,255,0.85,45,11,0.46,4,0.12,"$25,000-49,999","True",2426.666667,"F253339387822146164B7F5",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,81,16432,1000,"2007-06-27 00:00:00","Q2 2007","B73B3368830614650D13416",28.27,1009.87,1000,9.87,-8.6,0,0,0,0,1,0,0,0,1
"57760","69F53534857711783FE3038",545702,"2011-12-20 11:54:42.143000000","",36,"Completed","2012-10-18 00:00:00",0.28728,0.2487,0.2387,0.2328,0.105,0.1278,3,"D",5,3,"FL","Professional","Employed",81,"False","False","","2011-12-20 11:54:39",660,679,"1997-05-23 00:00:00",15,13,39,12,471,2,6,0,0,0,1,0,14011,0.63,7989,32,0.96,2,0.29,"$50,000-74,999","True",5833.333333,"46EC3637894949069209F8E",1,11,11,0,0,1000,0.01,94,0,NA,27,58107,5000,"2011-12-28 00:00:00","Q4 2011","6515341087108162613D7BD",198.46,5917.88,5000,917.88,-36.92,0,0,0,0,1,0,0,0,21
"88096","C8593529960626401B25DA3",536734,"2011-11-01 17:10:02.933000000","",36,"Completed","2012-10-18 00:00:00",0.2951,0.2599,0.2499,0.2437,0.112,0.1317,3,"D",8,7,"NJ","Other","Employed",43,"False","False","","2011-11-01 17:09:58",640,659,"2004-07-05 00:00:00",4,3,19,2,78,0,0,0,0,7,0,0,2147,0.83,428,16,0.76,1,0.13,"$25,000-49,999","True",3307.166667,"294D36342109536811AB56A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28,55834,3500,"2011-11-08 00:00:00","Q4 2011","4D3E3530357950077ACAD75",141,4270.97,3500,770.97,-29.67,0,0,0,0,1,0,0,0,53
"30899","C98A347512520518767C1C9",444600,"2010-01-28 09:12:49.210000000","",36,"Completed","2013-04-16 00:00:00",0.33393,0.31,0.3,0.2127,0.08,0.2127,4,"C",8,1,"RI","Engineer - Mechanical","Full-time",85,"True","False","","2010-01-11 09:14:15",700,719,"1989-11-01 00:00:00",6,6,43,3,208,0,6,1,0,14,0,0,10319,0.69,4046,34,0.71,2,0.17,"$75,000-99,999","True",6673.333333,"FC5A3579516010155CD2486",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,49,40845,6000,"2010-02-16 00:00:00","Q1 2010","F93233828312850457E43C6",0,9779.05,6000,3779.05,-112.69,-43.86,0,0,0,1,0,0,0,147
"82376","D4D8354607739160701A5B3",586989,"2012-05-08 20:07:31.467000000","",36,"Current","",0.21372,0.1768,0.1668,0.1639,0.0565,0.1074,5,"B",8,1,"WA","Other","Employed",34,"False","False","","2012-05-08 20:07:26",660,679,"2006-07-04 00:00:00",7,7,9,6,196,0,3,0,0,0,0,0,4495,0.63,2041,9,0.88,0,0.22,"$25,000-49,999","True",3750,"14B53649937778584178694",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65492,5000,"2012-05-15 00:00:00","Q2 2012","13913546629172175C7ABE5",179.96,3779.16,2589.26,1189.9,-67.32,0,0,0,0,1,0,0,0,93
"3564","96663589967754151F34ECE",911726,"2013-09-15 10:47:22.240000000","",36,"Current","",0.2129,0.176,0.166,0.15519,0.0699,0.08529,4,"C",5,1,"MS","Military Enlisted","Employed",226,"True","False","","2013-09-15 10:47:24",660,679,"1992-11-01 00:00:00",7,7,21,4,294,1,6,0,0,1,0,0,9812,0,2000,21,0.66,1,0.22,"$50,000-74,999","True",5583.333333,"D8EF3692835020477FE6F67",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,101685,15000,"2013-09-19 00:00:00","Q3 2013","6C973693147106503888E29",539.28,2689.1671,1637.91,1051.2571,-60.14,0,0,0,0,1,0,0,0,1
